Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,UpCard_Suit,UpCard_Number,,Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,,Own Crib (frequencies),,,,,,Other Crib,,,
You,13,C,11,D,1,D,9,H,C,6,,You,13,S,12,S,1,H,5,S,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,Bill,12,D,7,D,10,H,10,S,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,You,12,D,5,H,6,C,8,S,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,You,13,D,3,S,2,C,9,H,,,,,,,,,,,
You,13,C,11,D,1,D,9,H,C,6,,Bill,8,S,2,H,2,C,11,C,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,You,3,D,7,C,6,C,8,C,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,Bill,13,C,8,H,11,H,11,C,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,You,2,D,8,D,7,C,9,D,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,Bill,10,C,6,H,7,S,8,C,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,You,8,D,1,H,8,S,10,H,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,Bill,11,D,1,S,6,S,11,S,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,You,11,H,11,C,8,C,12,H,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,Bill,13,C,3,D,1,D,2,S,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,You,12,S,1,D,7,H,13,H,,,,,,,,,,,
Bill,2,S,12,C,6,S,8,C,D,10,,Bill,2,C,8,H,6,H,6,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,You,10,S,7,D,2,S,13,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,Bill,1,D,11,H,2,H,2,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,You,12,C,5,C,10,D,13,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,Bill,4,H,13,C,5,S,12,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,You,12,D,4,C,8,D,11,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,Bill,12,D,13,C,3,H,12,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,You,12,D,11,D,4,D,13,C,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,You,1,C,4,C,9,C,13,H,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,Bill,11,H,1,S,9,C,10,D,,,,,,,,,,,
You,9,H,8,C,7,S,11,C,D,1,,You,10,S,9,C,1,D,4,C,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,Bill,10,S,9,S,10,H,13,H,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,You,13,H,12,D,4,D,13,S,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,Bill,13,H,1,S,2,S,8,C,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,You,1,D,12,S,2,C,11,S,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,Bill,13,H,12,C,3,H,13,S,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,Bill,13,S,12,D,6,D,7,C,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,You,1,H,8,S,11,S,12,C,,,,,,,,,,,
Bill,11,D,4,S,4,H,10,C,D,12,,Bill,2,S,7,H,10,S,11,C,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,You,2,S,13,C,2,C,4,S,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,Bill,10,C,8,S,7,S,8,C,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,You,3,S,6,D,1,S,3,D,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,Bill,8,S,4,D,12,H,12,S,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,You,9,S,7,C,2,S,10,C,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,Bill,7,D,7,S,9,H,9,S,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,You,4,C,6,C,1,C,8,S,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,Bill,3,S,11,D,2,S,8,S,,,,,,,,,,,
You,2,S,8,D,3,H,11,D,C,12,,You,12,H,7,C,2,S,8,D,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,Bill,12,D,9,S,2,H,2,D,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,You,1,S,2,S,12,H,13,C,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,Bill,1,H,4,S,7,D,12,D,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,You,3,H,1,H,2,S,8,C,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,Bill,6,S,8,H,13,H,13,S,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,You,7,S,5,H,4,H,10,H,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,You,8,S,6,S,2,H,11,S,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,Bill,7,D,8,D,3,S,9,C,,,,,,,,,,,
Bill,2,D,9,H,1,D,8,H,D,7,,You,4,D,6,D,7,C,10,D,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,Bill,10,H,13,S,4,D,11,D,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,You,13,H,2,D,10,C,11,H,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,Bill,10,C,13,H,5,D,5,C,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,You,7,H,8,D,7,S,9,D,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,Bill,1,S,11,H,5,S,13,S,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,You,13,D,13,H,6,D,10,D,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,You,3,H,4,D,2,H,12,D,,,,,,,,,,,
You,10,D,9,H,10,H,13,C,D,9,,Bill,11,C,2,D,5,S,8,D,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,You,11,S,5,C,3,S,11,D,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,Bill,13,S,11,D,5,H,12,C,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,You,11,D,3,D,6,C,10,C,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,Bill,8,H,4,C,10,H,13,D,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,You,2,C,5,C,9,S,9,D,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,You,7,S,7,C,2,H,4,H,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,Bill,13,D,7,D,3,C,11,S,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,You,9,S,5,S,4,S,10,D,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,Bill,9,C,8,C,5,S,11,S,,,,,,,,,,,
Bill,10,C,11,D,2,S,7,H,S,1,,You,9,S,7,C,4,C,10,S,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,Bill,12,H,2,H,9,C,13,C,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,You,11,D,9,H,4,H,12,D,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,Bill,9,S,8,S,7,H,13,C,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,You,13,D,13,H,2,S,9,D,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,Bill,11,C,11,D,5,D,6,S,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,Bill,13,H,8,S,11,H,11,C,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,You,2,D,3,S,2,S,11,H,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,Bill,2,H,8,C,6,C,9,D,,,,,,,,,,,
You,3,D,12,H,4,D,10,C,S,6,,You,1,D,3,S,11,H,13,D,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,Bill,12,C,2,D,7,C,8,D,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,You,12,H,12,D,1,D,4,C,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,Bill,8,H,11,D,3,S,9,C,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,You,4,S,3,D,3,C,10,C,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,Bill,4,H,7,C,6,S,9,S,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,You,9,D,7,D,10,D,12,S,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,You,7,S,3,H,4,C,12,S,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,Bill,13,D,12,C,12,H,12,D,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,You,3,D,7,C,3,C,6,D,,,,,,,,,,,
You,12,S,9,S,2,H,3,S,D,1,,Bill,9,D,4,S,7,S,9,S,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,You,8,C,3,H,3,D,7,S,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,Bill,12,S,11,C,5,H,5,D,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,You,12,C,8,C,1,D,3,H,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,You,2,D,8,C,8,H,9,C,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,Bill,1,H,3,C,7,H,8,C,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,You,7,H,8,D,3,S,11,H,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,Bill,2,D,4,C,11,D,11,C,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,You,12,S,12,C,3,H,7,C,,,,,,,,,,,
Bill,13,S,1,D,5,C,12,H,H,3,,Bill,1,D,3,C,6,D,7,C,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,You,1,D,12,S,8,D,11,C,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,Bill,10,H,1,D,8,S,12,S,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,You,10,H,4,S,1,H,13,D,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,Bill,11,D,1,C,7,C,9,H,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,Bill,1,D,7,S,13,H,13,C,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,You,12,S,10,H,10,C,13,S,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,Bill,10,S,6,S,8,H,13,H,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,You,6,D,6,C,10,H,12,S,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,Bill,1,D,2,C,5,C,11,C,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,You,1,C,6,C,1,D,8,C,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,Bill,12,D,6,D,2,H,4,C,,,,,,,,,,,
You,2,D,3,H,9,S,11,C,D,3,,You,3,C,6,C,1,D,11,S,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,Bill,6,C,4,C,1,C,7,H,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,You,3,S,3,D,1,D,8,H,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,Bill,7,C,6,C,10,C,11,D,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,You,9,D,4,C,1,S,12,H,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,Bill,1,H,13,D,10,D,11,H,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,You,10,D,5,D,1,H,3,D,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,Bill,2,H,8,H,7,D,9,S,,,,,,,,,,,
Bill,12,C,6,C,7,S,13,S,C,7,,You,6,D,2,S,10,S,12,C,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,Bill,4,C,12,D,2,H,2,S,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,You,1,S,1,C,9,S,13,H,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,Bill,12,D,10,C,5,D,10,D,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,You,12,S,12,C,12,H,13,C,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,Bill,13,D,10,C,12,S,13,H,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,You,1,D,6,C,8,S,9,C,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,Bill,10,D,13,C,1,H,3,S,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,You,8,C,9,D,10,C,12,C,,,,,,,,,,,
You,3,S,3,C,5,S,8,S,H,1,,Bill,6,C,8,D,2,C,7,C,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,You,2,D,3,S,2,H,6,S,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,Bill,12,C,4,S,7,H,13,H,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,You,13,C,7,S,11,S,13,D,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,Bill,5,S,13,S,7,H,9,D,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,You,6,S,12,C,2,S,8,H,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,Bill,2,C,7,D,1,H,11,H,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,You,6,D,7,H,9,H,12,H,,,,,,,,,,,
Bill,9,C,10,C,12,D,12,C,D,10,,Bill,5,S,13,S,1,D,13,D,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,You,3,H,4,C,9,H,13,D,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,Bill,6,C,7,H,10,S,11,S,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,You,1,D,5,C,8,C,11,D,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,You,11,S,10,C,10,D,13,H,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,Bill,9,D,3,S,1,C,13,D,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,You,7,S,4,H,8,H,11,D,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,Bill,10,C,12,H,7,C,8,S,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,You,13,C,12,H,1,C,2,D,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,Bill,9,C,1,D,2,D,7,S,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,You,3,C,3,H,1,S,13,C,,,,,,,,,,,
You,12,C,11,D,6,D,10,H,S,11,,Bill,8,C,4,D,6,C,12,S,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,You,3,S,1,C,7,D,12,C,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,Bill,9,S,2,C,9,H,12,C,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,You,12,H,8,C,9,D,13,S,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,Bill,13,S,11,D,6,S,12,S,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,You,12,D,11,H,2,D,4,D,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,Bill,10,S,7,H,2,H,12,H,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,You,13,H,1,S,7,C,11,S,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,Bill,3,H,4,S,10,H,10,C,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,You,2,C,3,H,7,C,11,H,,,,,,,,,,,
Bill,3,S,1,C,2,H,2,C,S,2,,Bill,9,C,4,C,4,D,7,H,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,You,5,S,11,S,4,C,6,S,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,Bill,13,C,11,C,8,D,11,D,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,You,12,C,9,H,9,S,12,D,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,Bill,4,H,9,S,3,S,4,C,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,You,13,H,13,S,7,D,9,S,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,Bill,10,D,7,H,3,H,9,C,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,You,13,C,1,H,9,C,11,S,,,,,,,,,,,
You,10,D,4,C,6,D,10,C,H,13,,Bill,1,D,12,D,10,H,10,D,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,You,12,H,11,C,10,H,13,C,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,Bill,9,S,7,C,1,D,2,S,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,You,3,D,6,C,7,C,9,D,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,Bill,2,H,7,C,9,H,10,S,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,You,9,C,6,H,7,C,13,D,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,Bill,13,S,8,H,3,S,8,S,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,You,13,D,13,S,4,S,8,H,,,,,,,,,,,
Bill,12,H,11,D,1,S,13,H,S,4,,Bill,3,C,13,H,9,D,11,D,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,You,8,D,3,H,11,S,13,S,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,Bill,4,S,1,D,1,H,3,H,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,You,2,H,6,C,5,S,7,D,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,Bill,2,D,12,H,2,H,9,D,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,You,8,D,12,H,11,S,13,D,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,Bill,8,D,4,C,3,H,9,S,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,You,2,D,4,H,2,C,9,H,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,Bill,7,H,7,D,11,C,12,H,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,You,12,S,7,S,6,C,10,D,,,,,,,,,,,
You,9,C,8,D,1,H,13,D,D,6,,Bill,10,D,4,H,3,S,7,S,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,You,10,H,12,C,7,C,9,C,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,Bill,2,C,9,H,7,D,8,D,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,Bill,2,D,8,D,2,C,5,S,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,You,5,S,5,C,10,D,13,D,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,Bill,1,S,2,S,7,S,7,D,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,You,12,D,5,D,1,D,10,H,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,Bill,11,C,7,C,6,H,9,D,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,You,8,S,7,S,2,C,8,D,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,Bill,2,S,12,S,4,D,7,S,,,,,,,,,,,
Bill,7,D,8,D,1,H,10,C,D,12,,You,12,S,3,S,3,H,5,S,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,Bill,12,S,10,S,2,D,7,C,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,You,9,S,9,C,3,H,11,S,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,You,4,H,6,C,11,H,12,S,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,Bill,8,S,6,C,5,H,11,S,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,You,8,H,9,D,1,H,4,D,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,Bill,2,H,9,D,5,D,12,C,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,You,7,H,10,H,1,H,10,S,,,,,,,,,,,
You,9,H,2,C,7,D,9,C,D,2,,Bill,2,C,9,D,7,S,7,C,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,You,3,H,6,D,1,H,9,S,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,You,12,H,5,S,7,H,11,D,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,Bill,10,S,7,D,2,H,2,D,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,You,2,S,11,H,9,D,13,C,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,Bill,12,C,10,C,7,C,11,H,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,You,8,D,6,C,7,H,13,C,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,Bill,2,D,7,S,12,D,12,C,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,You,1,D,4,H,9,S,13,D,,,,,,,,,,,
Bill,7,D,8,H,1,D,8,D,C,7,,Bill,1,S,7,D,3,C,11,C,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,You,4,C,13,H,10,D,13,S,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,Bill,10,D,13,S,1,H,1,C,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,You,11,H,11,C,2,D,13,H,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,Bill,13,D,4,C,3,D,8,S,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,You,2,H,7,H,3,S,6,C,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,Bill,3,S,6,H,2,H,5,H,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,You,12,S,12,C,2,H,11,C,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,Bill,2,H,5,S,3,C,7,D,,,,,,,,,,,
You,10,C,10,H,2,C,9,S,D,4,,You,10,S,13,S,2,C,11,H,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,Bill,13,H,12,D,6,H,6,C,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,Bill,2,D,1,S,10,H,10,S,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,You,8,S,7,S,3,S,12,C,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,Bill,1,D,5,C,3,C,10,D,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,You,9,C,7,H,1,C,13,H,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,Bill,1,C,11,C,7,D,13,S,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,You,8,C,2,S,9,S,13,H,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,Bill,8,S,6,S,9,H,10,S,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,You,13,C,9,H,2,D,13,H,,,,,,,,,,,
Bill,7,H,9,D,12,H,12,S,S,11,,Bill,3,H,2,D,6,H,7,S,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,You,3,D,2,S,1,S,9,S,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,You,12,S,10,H,2,S,6,H,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,Bill,12,D,2,C,6,C,9,C,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,You,4,D,13,C,2,H,7,D,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,Bill,11,H,4,C,6,C,9,D,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,You,12,H,7,C,6,H,8,D,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,Bill,13,S,12,H,7,C,9,S,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,You,12,D,3,D,10,D,11,C,,,,,,,,,,,
You,4,C,13,C,2,H,8,D,H,10,,Bill,12,S,11,C,3,C,7,S,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,You,3,H,3,D,11,H,13,S,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,Bill,10,S,7,D,12,C,13,D,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,You,9,D,3,C,4,S,8,C,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,Bill,4,S,7,D,11,H,12,S,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,You,5,C,8,C,2,H,13,C,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,Bill,13,D,4,C,4,H,7,H,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,You,6,D,9,H,6,H,12,D,,,,,,,,,,,
Bill,10,H,13,C,5,S,13,H,H,1,,Bill,4,C,10,H,5,C,12,C,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,You,2,H,3,D,2,S,7,C,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,Bill,12,D,10,S,4,D,5,C,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,You,13,H,11,D,9,H,13,D,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,You,12,D,1,H,9,H,13,S,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,Bill,10,S,13,C,2,H,11,D,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,You,2,C,7,H,7,D,11,S,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,Bill,13,H,10,D,4,H,5,S,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,You,7,H,5,S,2,S,8,S,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,Bill,4,H,8,S,11,H,12,D,,,,,,,,,,,
You,7,S,7,D,12,C,13,S,C,2,,You,3,D,8,D,8,C,11,C,,,,,,,,,,,
Bill,13,C,6,S,6,H,6,C,C,4,,Bill,12,C,8,C,13,D,13,C,,,,,,,,,,,
Bill,13,C,6,S,6,H,6,C,C,4,,You,13,D,10,C,8,S,9,D,,,,,,,,,,,
Bill,13,C,6,S,6,H,6,C,C,4,,Bill,9,H,11,C,5,D,13,D,,,,,,,,,,,
